RUNTIMES, PLATFORM, TIMES, MS, TIMES/S, N, COMPLITE,
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3819, 5000, 763.8000000000001, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 8004, 0.12493753123438281, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 1, 5095, 0.19627085377821393, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6677, 0.29953571963456643, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9897, 0.2020814388198444, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7636, 0.13095861707700368, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 136, 5014, 27.124052652572797, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8234, 0.24289531212047608, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5004, 17.38609112709832, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 139, 5019, 27.694759912333136, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 255, 5008, 50.9185303514377, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1418, 5001, 283.5432913417317, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 68, 5053, 13.45735206807837, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1185, 5000, 237.0, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 40232, 0.024855836150328096, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9909, 0.20183671409829448, True
