RUNTIMES, PLATFORM, TIMES, MS, TIMES/S, N, COMPLITE,
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9914, 0.2017349203147065, True
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), native, 713, 5006, 142.42908509788253, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), bubble, 8, 5488, 1.4577259475218658, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), select, 8, 5586, 1.4321518080916578, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), insert, 24, 5188, 4.6260601387818046, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), gnome, 14, 5233, 2.675329638830499, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), shaker, 8, 5144, 1.5552099533437014, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), comb, 1334, 5003, 266.64001599040574, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), fshell, 9, 5036, 1.7871326449563145, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), heap, 718, 5000, 143.6, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), merge, 814, 5003, 162.7023785728563, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), quick, 1516, 5001, 303.1393721255749, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), bucket, 1068, 5000, 213.60000000000002, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), radix, 537, 5006, 107.27127447063523, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), pigeon, 7183, 5000, 1436.6000000000001, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), bogo, 1, 22579, 0.044288941051419464, true
TypeScript/Node.js v16.13.0 (arm), Linux 5.10.63-v7l+ (arm), sleep, 2, 9907, 0.20187746038154838, true
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), native, 3857, 5000, 771.4, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), bubble, 13, 5162, 2.5184037194885707, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), select, 15, 5142, 2.9171528588098017, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), insert, 39, 5072, 7.6892744479495265, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), gnome, 32, 5031, 6.360564500099383, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), shaker, 17, 5177, 3.283755070504153, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), comb, 1715, 5002, 342.8628548580568, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), fshell, 21, 5122, 4.099960952752832, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), heap, 1147, 5002, 229.30827668932426, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), merge, 1010, 5002, 201.91923230707718, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), quick, 2164, 5000, 432.8, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), bucket, 1020, 5004, 203.8369304556355, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), radix, 308, 5006, 61.526168597682776, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), pigeon, 3239, 5000, 647.8000000000001, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), bogo, 1, 11324, 0.08830801836806781, True
C#/.NET 5.0.0 (Arm), Unix 5.10.63.7 (Arm), sleep, 2, 9913, 0.20175527085645112, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1625, 5001, 324.9350129974005, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 1, 24898, 0.040163868583821996, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 1, 17364, 0.05759041695461875, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 1, 11063, 0.09039139473922082, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 1, 15868, 0.06301991429291656, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 1, 25326, 0.03948511411197979, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 42, 5083, 8.262836907338187, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 1, 15829, 0.0631751847874155, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 27, 5036, 5.361397934868944, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 34, 5050, 6.732673267326732, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 71, 5021, 14.140609440350527, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 386, 5009, 77.06128967857856, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 19, 5017, 3.7871237791508867, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 360, 5011, 71.84194771502695, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 162413, 0.006157142593265318, True
Python/Python3 3.7.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9915, 0.20171457387796268, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1602, 5001, 320.3359328134373, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 6, 5952, 1.0080645161290323, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 5, 5175, 0.966183574879227, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 13, 5174, 2.512562814070352, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 12, 5386, 2.227998514667657, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 6, 5517, 1.087547580206634, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 1026, 5000, 205.2, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 3, 6698, 0.4478948939982084, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 127, 5022, 25.288729589804856, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 414, 5009, 82.65122778997804, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 306, 5004, 61.15107913669065, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 592, 5014, 118.0694056641404, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 171, 5021, 34.05696076478789, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 5835, 5000, 1167.0, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 45775, 0.02184598580010923, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9965, 0.20070245860511793, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1602, 5001, 320.3359328134373, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 6, 5949, 1.0085728693898135, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 5, 5173, 0.9665571235260003, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 13, 5173, 2.513048521167601, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 12, 5387, 2.2275849266753296, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 6, 5523, 1.0863661053775122, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 1027, 5003, 205.2768338996602, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 3, 6698, 0.4478948939982084, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 124, 5013, 24.735687213245562, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 415, 5008, 82.86741214057508, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 303, 5006, 60.527367159408705, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 593, 5004, 118.50519584332534, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 170, 5023, 33.84431614572964, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 5756, 5000, 1151.2, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 47285, 0.021148355715343133, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9960, 0.20080321285140562, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1604, 5002, 320.671731307477, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 6, 5951, 1.008233910267182, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 5, 5205, 0.9606147934678194, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 13, 5198, 2.500961908426318, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 12, 5390, 2.226345083487941, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 6, 5525, 1.0859728506787332, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 1025, 5001, 204.95900819836032, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 3, 6702, 0.4476275738585497, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 112, 5009, 22.359752445597923, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 409, 5003, 81.75094943034179, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 299, 5011, 59.66872879664738, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 589, 5006, 117.65880942868557, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 168, 5014, 33.50618268847227, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 5640, 5000, 1128.0, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 48339, 0.02068722977306109, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9959, 0.2008233758409479, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1596, 5002, 319.07237105157935, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 6, 5976, 1.004016064257028, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 5, 5191, 0.9632055480639569, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 13, 5191, 2.504334424966288, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 12, 5405, 2.2201665124884364, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 6, 5541, 1.0828370330265296, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 1014, 5001, 202.75944811037795, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 3, 6720, 0.4464285714285714, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 124, 5002, 24.790083966413437, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 386, 5011, 77.03053282777888, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 299, 5001, 59.7880423915217, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 590, 5000, 118.0, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 166, 5001, 33.19336132773446, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 5763, 5002, 1152.139144342263, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 45350, 0.022050716648291068, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9961, 0.20078305391024998, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), native, 1588, 5002, 317.4730107956817, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bubble, 5, 5005, 0.999000999000999, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), select, 5, 5172, 0.9667440061871616, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), insert, 13, 5175, 2.51207729468599, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), gnome, 12, 5404, 2.2205773501110286, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), shaker, 6, 5522, 1.0865628395508873, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), comb, 1028, 5001, 205.5588882223555, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), fshell, 3, 6699, 0.4478280340349306, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), heap, 129, 5003, 25.78452928243054, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), merge, 418, 5004, 83.53317346123102, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), quick, 300, 5000, 60.0, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bucket, 589, 5005, 117.68231768231769, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), radix, 170, 5029, 33.80393716444621, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), pigeon, 5779, 5000, 1155.8, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), bogo, 1, 42816, 0.02335575485799701, True
Python/PyPy3 3.5.3 (32bit), Linux-5.10.63-v7l+-armv7l-with-debian-10.11 (armv7l), sleep, 2, 9978, 0.20044097013429546, True
